surface,tourney_date,winner_id,loser_id,score,best_of,winner_rank,winner_rank_points,loser_rank,loser_rank_points
1,20160208,104180,104312,4-6 7-6(2) 6-4,3,40,1015,36,1095
1,20160208,104259,103898,6-4 6-4,3,32,1150,692,38
1,20160208,104471,105332,6-3 7-6(4),3,87,623,21,1686
1,20160208,104468,104898,7-6(5) 6-1,3,15,2235,63,762
1,20160208,100644,105577,7-5 6-2,3,70,733,41,995
1,20160208,106432,105217,7-6(9) 4-6 6-3,3,38,1066,90,621
1,20160208,104792,105208,6-4 6-4,3,18,1800,80,681
1,20160208,105138,105311,7-6(4) 1-6 6-3,3,17,1935,33,1146
1,20160208,106210,104586,6-4 6-2,3,51,840,47,872
1,20160208,105373,103990,6-2 6-7(5) 6-3,3,43,965,39,1035
1,20160208,104571,105676,6-1 5-7 7-6(5),3,61,769,16,1970
1,20160208,104678,105723,4-6 7-6(2) 6-3,3,22,1580,53,828
1,20160208,111202,104198,5-7 6-4 6-4,3,69,738,34,1135
1,20160208,103917,104559,6-4 7-6(4),3,54,812,44,918
1,20160208,104871,105539,6-7(9) 6-4 7-6(8),3,28,1255,83,657
1,20160208,105227,104180,7-6(2) 7-6(7),3,13,2495,40,1015
1,20160208,104259,104471,6-4 6-2,3,32,1150,87,623
1,20160208,100644,104468,7-5 3-6 7-6(4),3,70,733,15,2235
1,20160208,104792,106432,6-3 5-7 6-2,3,18,1800,38,1066
1,20160208,105138,106210,4-6 6-2 6-4,3,17,1935,51,840
1,20160208,105373,104571,6-3 6-2,3,43,965,61,769
1,20160208,104678,111202,7-6(5) 6-2,3,22,1580,69,738
1,20160208,103917,104871,7-5 6-2,3,54,812,28,1255
1,20160208,104259,105227,3-6 6-3 6-4,3,32,1150,13,2495
1,20160208,104792,100644,7-6(4) 6-3,3,18,1800,70,733
1,20160208,105373,105138,6-7(5) 7-6(6) 6-0,3,43,965,17,1935
1,20160208,103917,104678,6-2 6-1,3,54,812,22,1580
1,20160208,104792,104259,6-3 6-2,3,18,1800,32,1150
1,20160208,105373,103917,6-7(3) 7-6(7) 6-2,3,43,965,54,812
1,20160208,105373,104792,6-7(1) 6-3 6-1,3,43,965,18,1800
1,20160215,104330,106071,7-6(3) 6-1,3,89,622,20,1720
1,20160215,105011,104719,6-3 6-4,3,86,645,96,591
1,20160215,103794,105430,6-4 6-1,3,104,558,127,484
1,20160215,105449,105357,6-3 5-7 7-6(8),3,31,1240,63,766
1,20160215,105777,104534,6-4 6-2,3,28,1330,92,613
1,20160215,106000,105575,6-4 6-2,3,88,628,79,671
1,20160215,105147,106261,6-2 6-4,3,120,489,148,394
1,20160215,105173,104291,1-6 6-3 6-1,3,49,845,123,486
1,20160215,104871,105051,6-2 6-1,3,30,1255,105,542
1,20160215,111511,105032,6-4 4-6 7-6(6),3,245,220,76,691
1,20160215,105223,106045,6-1 6-4,3,1042,10,65,760
1,20160215,105441,103333,6-3 3-6 6-2,3,135,449,26,1450
1,20160215,105385,105062,7-6(3) 3-0 RET,3,58,802,85,647
1,20160215,105065,126203,6-3 6-3,3,129,478,102,564
1,20160215,105023,105217,4-6 6-3 6-4,3,61,785,95,597
1,20160215,105572,104731,7-6(3) 0-0 RET,3,103,559,14,2200
1,20160215,104330,105011,6-2 5-7 6-4,3,89,622,86,645
1,20160215,103794,105449,5-7 7-6(1) 6-3,3,104,558,31,1240
1,20160215,105777,106000,4-6 6-4 6-3,3,28,1330,88,628
1,20160215,105173,105147,7-6(6) 6-7(4) 6-3,3,49,845,120,489
1,20160215,104871,111511,6-4 6-2,3,30,1255,245,220
1,20160215,105223,105441,6-4 6-4,3,1042,10,135,449
1,20160215,105065,105385,1-6 7-6(2) 6-2,3,129,478,58,802
1,20160215,105023,105572,6-4 6-3,3,61,785,103,559
1,20160215,104330,103794,3-6 6-4 6-3,3,89,622,104,558
1,20160215,105777,105173,6-4 7-5,3,28,1330,49,845
1,20160215,105223,104871,6-2 6-3,3,1042,10,30,1255
1,20160215,105023,105065,6-7(1) 7-6(4) 6-4,3,61,785,129,478
1,20160215,104330,105777,6-4 6-3,3,89,622,28,1330
1,20160215,105023,105223,7-5 7-5,3,61,785,1042,10
1,20160215,105023,104330,6-4 7-6(6),3,61,785,89,622
1,20160215,100644,103898,7-6(4) 7-5,3,56,813,693,38
1,20160215,104999,106368,6-2 7-5,3,175,314,212,247
1,20160215,105676,111202,6-3 6-1,3,17,1970,69,735
1,20160215,105208,104932,6-4 6-7(6) 7-6(2),3,75,701,152,388
1,20160215,106401,105577,6-4 6-4,3,41,990,42,970
1,20160215,104559,104468,3-6 6-3 7-6(7),3,44,918,15,2100
1,20160215,111460,104095,6-7(5) 6-2 6-3,3,171,319,193,281
1,20160215,105723,106298,7-6(1) 6-4,3,54,828,91,619
1,20160215,104898,105311,6-4 6-0,3,64,762,34,1146
1,20160215,105332,104620,6-4 7-5,3,22,1616,68,740
1,20160215,104672,103917,6-7(1) 6-2 6-3,3,196,274,40,992
1,20160215,104660,103852,6-3 2-6 7-6(5),3,81,663,25,1495
1,20160215,104607,100644,6-3 3-6 7-5,3,8,3990,56,813
1,20160215,105676,104999,6-1 2-0 RET,3,17,1970,175,314
1,20160215,104755,105208,7-6(5) 6-3,3,10,2760,75,701
1,20160215,106401,104559,6-4 6-4,3,41,990,44,918
1,20160215,105723,111460,6-0 6-4,3,54,828,171,319
1,20160215,105227,104898,4-6 6-3 7-5,3,12,2495,64,762
1,20160215,105332,104672,6-3 1-6 6-3,3,22,1616,196,274
1,20160215,104527,104660,6-4 4-6 7-6(8),3,4,5870,81,663
1,20160215,104607,105676,6-3 6-4,3,8,3990,17,1970
1,20160215,106401,104755,6-0 6-4,3,41,990,10,2760
1,20160215,105227,105723,6-3 6-4,3,12,2495,54,828
1,20160215,105332,104527,6-4 1-6 7-5,3,22,1616,4,5870
1,20160215,106401,104607,6-4 6-2,3,41,990,8,3990
1,20160215,105227,105332,6-2 6-7(3) 6-3,3,12,2495,22,1616
1,20160215,106401,105227,6-2 7-6(3),3,41,990,12,2495
2,20160215,103970,111797,6-3 7-6(3),3,6,4325,493,74
2,20160215,105077,105583,3-4 RET,3,47,878,77,688
2,20160215,106043,105154,6-3 6-2,3,90,621,168,336
2,20160215,106233,104665,6-3 6-4,3,19,1930,62,770
2,20160215,105550,104545,7-6(5) 5-7 7-6(8),3,71,726,11,2585
2,20160215,105053,105671,6-4 7-6(5),3,83,653,141,417
2,20160215,104593,104338,5-2 RET,3,118,492,55,820
2,20160215,104926,105379,7-5 6-3,3,24,1515,51,842
2,20160215,105643,106058,7-5 6-1,3,46,895,23,1570
2,20160215,103893,106065,6-4 3-6 6-1,3,50,843,93,613
2,20160215,104655,105487,6-2 6-0,3,45,895,101,575
2,20160215,106329,104542,6-3 3-6 6-4,3,338,136,9,2950
2,20160215,105238,105064,6-7(3) 7-5 6-2,3,33,1195,32,1200
2,20160215,105438,106121,3-6 7-5 6-2,3,73,717,94,611
2,20160215,104597,103926,6-1 3-6 6-4,3,53,834,72,720
2,20160215,104745,105807,6-1 6-4,3,5,4880,66,759
2,20160215,103970,105077,4-6 6-1 6-4,3,6,4325,47,878
2,20160215,106233,106043,7-5 7-5,3,19,1930,90,621
2,20160215,105550,105053,6-4 6-0,3,71,726,83,653
2,20160215,104593,104926,4-6 3-1 RET,3,118,492,24,1515
2,20160215,105643,103893,6-3 6-0,3,46,895,50,843
2,20160215,104655,106329,7-6(5) 6-3,3,45,895,338,136
2,20160215,105238,105438,3-6 6-0 6-3,3,33,1195,73,717
2,20160215,104745,104597,6-3 7-5,3,5,4880,53,834
2,20160215,106233,103970,6-3 6-2,3,19,1930,6,4325
2,20160215,105550,104593,5-7 6-1 7-5,3,71,726,118,492
2,20160215,104655,105643,6-4 7-6(4),3,45,895,46,895
2,20160215,104745,105238,W/O,3,5,4880,33,1195
2,20160215,105550,106233,6-1 6-4,3,71,726,19,1930
2,20160215,104655,104745,6-7(6) 7-6(3) 6-4,3,45,895,5,4880
2,20160215,104655,105550,6-4 6-7(5) 6-4,3,45,895,71,726
1,20160222,105453,105217,6-0 6-3,3,6,4235,105,539
1,20160222,105023,104534,6-2 6-0,3,43,1015,90,613
1,20160222,103607,106412,6-4 6-2,3,74,705,543,62
1,20160222,126203,104871,6-4 3-6 6-3,3,102,564,30,1255
1,20160222,106233,106000,7-6(3) 6-3,3,15,2020,95,588
1,20160222,104098,105032,6-4 3-6 7-5,3,1045,10,75,691
1,20160222,105385,104180,6-3 6-3,3,79,672,46,970
1,20160222,105777,106045,7-5 6-1,3,26,1375,64,749
1,20160222,106071,104330,7-5 6-3,3,21,1675,60,772
1,20160222,105173,105853,6-1 6-2,3,58,800,446,92
1,20160222,105011,126205,6-2 7-6(4),3,85,645,247,214
1,20160222,105992,105227,6-3 3-6 6-2,3,127,471,12,2555
1,20160222,105379,103333,6-4 1-2 RET,3,54,842,31,1245
1,20160222,104898,106250,6-1 6-2,3,62,762,809,25
1,20160222,105238,105449,7-5 7-6(4),3,32,1240,34,1215
1,20160222,103970,105357,6-4 6-2,3,8,3915,61,766
1,20160222,105023,105453,6-4 6-3,3,43,1015,6,4235
1,20160222,126203,103607,6-1 6-3,3,102,564,74,705
1,20160222,106233,104098,6-7(5) 6-3 6-4,3,15,2020,1045,10
1,20160222,105777,105385,6-3 6-4,3,26,1375,79,672
1,20160222,106071,105173,6-4 6-4,3,21,1675,58,800
1,20160222,105011,105992,7-6(3) 4-6 7-6(5),3,85,645,127,471
1,20160222,104898,105379,6-4 6-7(3) 6-4,3,62,762,54,842
1,20160222,105238,103970,6-4 6-4,3,32,1240,8,3915
1,20160222,105023,126203,2-6 6-4 6-4,3,43,1015,102,564
1,20160222,106233,105777,7-5 6-2,3,15,2020,26,1375
1,20160222,106071,105011,7-5 7-5,3,21,1675,85,645
1,20160222,105238,104898,6-3 6-3,3,32,1240,62,762
1,20160222,106233,105023,6-2 6-2,3,15,2020,43,1015
1,20160222,106071,105238,1-6 6-4 6-3,3,21,1675,32,1240
1,20160222,106233,106071,7-6(6) 4-6 6-3,3,15,2020,21,1675
1,20160222,104527,104660,5-7 6-3 7-5,3,4,5870,92,593
1,20160222,105015,104559,6-2 6-3,3,188,282,47,918
1,20160222,106432,106210,6-4 6-4,3,38,1066,55,840
1,20160222,104259,104947,6-1 7-5,3,28,1285,110,516
1,20160222,104607,105311,6-1 6-4,3,7,3990,36,1146
1,20160222,105341,104919,6-3 6-4,3,144,415,40,1045
1,20160222,105062,104797,7-5 7-6(3),3,84,647,63,752
1,20160222,106401,105373,3-6 6-3 6-2,3,33,1240,25,1420
1,20160222,104571,104678,7-6(2) 6-2,3,57,805,22,1625
1,20160222,105577,106298,6-3 5-7 6-4,3,45,970,88,619
1,20160222,111202,104312,6-3 6-4,3,66,735,39,1050
1,20160222,105138,104620,6-2 6-4,3,18,1935,73,715
1,20160222,103852,104198,6-1 4-6 6-4,3,24,1495,37,1135
1,20160222,104586,106026,2-6 7-6(2) 6-0,3,51,872,107,525
1,20160222,104291,104022,6-4 6-1,3,121,486,78,680
1,20160222,104925,103990,6-1 6-2,3,1,16790,41,1035
1,20160222,104527,105015,7-5 6-1,3,4,5870,188,282
1,20160222,104259,106432,6-2 7-6(5),3,28,1285,38,1066
1,20160222,104607,105341,6-2 6-2,3,7,3990,144,415
1,20160222,106401,105062,6-3 6-2,3,33,1240,84,647
1,20160222,104571,105577,6-4 6-2,3,57,805,45,970
1,20160222,105138,111202,6-0 6-1,3,18,1935,66,735
1,20160222,103852,104586,6-3 7-6(7),3,24,1495,51,872
1,20160222,104925,104291,6-1 6-2,3,1,16790,121,486
1,20160222,104527,104259,7-5 6-1,3,4,5870,28,1285
1,20160222,106401,104607,6-4 6-4,3,33,1240,7,3990
1,20160222,104571,105138,7-5 6-0,3,57,805,18,1935
1,20160222,103852,104925,6-3 0-0 RET,3,24,1495,1,16790
1,20160222,104527,106401,6-4 3-0 RET,3,4,5870,33,1240
1,20160222,104571,103852,3-6 7-6(1) 6-1,3,57,805,24,1495
1,20160222,104527,104571,6-4 7-6(13),3,4,5870,57,805
2,20160222,106148,106121,6-2 7-6(4),3,122,485,87,619
2,20160222,104593,106105,3-6 6-4 6-1,3,99,582,173,317
2,20160222,105807,105077,0-6 6-4 7-6(2),3,67,734,48,903
2,20160222,106043,104547,6-3 4-2 RET,3,83,649,112,513
2,20160222,105438,104719,6-3 6-4,3,65,747,93,591
2,20160222,105641,103893,7-6(3) 3-6 7-6(5),3,160,368,52,855
2,20160222,106329,104597,6-3 7-5,3,278,181,50,879
2,20160222,103926,104216,6-3 4-6 6-2,3,72,720,148,399
2,20160222,105487,103908,6-4 6-1,3,96,587,69,729
2,20160222,105671,104665,1-6 6-4 0-0 RET,3,140,430,70,725
2,20160222,105053,106065,6-2 6-2,3,77,682,91,608
2,20160222,105583,104563,6-2 6-2,3,76,688,145,404
2,20160222,106148,105064,2-6 6-4 6-3,3,122,485,35,1200
2,20160222,105807,104593,6-2 3-6 6-3,3,67,734,99,582
2,20160222,105643,106043,3-6 6-4 6-2,3,49,895,83,649
2,20160222,105438,105641,7-6(4) 7-6(1),3,65,747,160,368
2,20160222,106329,103926,4-6 6-3 6-2,3,278,181,72,720
2,20160222,104655,105487,6-3 7-5,3,27,1305,96,587
2,20160222,105671,105053,6-4 6-3,3,140,430,77,682
2,20160222,105583,105332,6-0 4-6 6-3,3,76,688,20,1686
2,20160222,105807,106148,6-0 6-3,3,67,734,122,485
2,20160222,105438,105643,7-6(6) 2-6 6-4,3,65,747,49,895
2,20160222,104655,106329,4-6 6-3 6-3,3,27,1305,278,181
2,20160222,105583,105671,6-3 4-6 6-0,3,76,688,140,430
2,20160222,105807,105438,6-1 6-1,3,67,734,65,747
2,20160222,104655,105583,6-3 6-4,3,27,1305,76,688
2,20160222,104655,105807,7-6(4) 6-3,3,27,1305,67,734
2,20160304,105877,200618,6-0 6-0 6-0,5,327,143,,
2,20160304,105111,105985,6-1 6-2 6-4,5,395,108,243,217
2,20160304,105877,108786,6-0 6-2,3,327,143,,
2,20160304,105111,200618,6-0 6-1,3,395,108,,
2,20160304,105070,144773,6-1 6-1 7-6(4),5,198,267,1250,6
2,20160304,106174,105497,6-3 7-6(3) 7-5,5,263,199,222,234
2,20160304,106426,136704,6-1 6-2,3,383,116,,
2,20160304,106174,144773,6-4 6-0,3,263,199,1250,6
2,20160304,105954,104534,6-2 6-3 4-6 4-6 6-1,5,612,50,89,613
2,20160304,105916,104804,6-4 6-2 7-5,5,203,260,197,267
2,20160304,122548,121896,4-6 6-4 7-6(3),3,566,58,809,25
2,20160304,104804,105954,5-7 6-4 6-2,3,197,267,612,50
1,20160304,111805,104907,6-4 6-3 4-6 7-6(6),5,438,93,416,101
1,20160304,111202,105030,6-4 7-5 6-1,5,63,764,841,21
1,20160304,111202,104907,6-2 6-4 6-2,5,63,764,416,101
2,20160304,105585,103499,6-4 6-2 6-2,3,195,271,1774,1
2,20160304,105842,108982,3-6 6-1 6-4 6-2,5,172,324,,
2,20160304,105842,108782,6-1 6-0,3,172,324,,
2,20160304,105585,108982,6-3 6-0,3,195,271,,
1,20160304,105311,105589,6-1 7-5 6-2,5,37,1146,116,504
1,20160304,106233,105671,3-6 7-5 6-3 1-6 7-6(6),5,14,2430,121,480
1,20160304,106233,105311,6-2 6-4 6-2,3,14,2430,37,1146
1,20160304,110602,105155,6-4 6-3,3,238,221,518,67
1,20160304,105657,105641,7-5 6-3 7-6(5),5,202,260,160,355
1,20160304,104494,104813,4-6 4-6 6-3 7-6(3) 6-4,5,193,274,181,300
1,20160304,105641,104494,6-3 6-4,3,160,355,193,274
1,20160304,105657,105630,6-3 6-3,3,202,260,639,48
1,20160304,105723,106035,4-6 6-1 6-1 6-4,5,55,853,658,43
1,20160304,104559,125803,6-3 6-1 6-1,5,48,918,930,16
1,20160304,104559,106035,6-4 6-0,3,48,918,658,43
1,20160304,104505,125803,6-2 6-2,3,129,463,930,16
3,20160304,105806,108705,6-2 6-4 6-2,5,133,454,564,59
3,20160304,104291,105493,6-7(5) 6-2 7-6(7) 6-7(5) 6-4,5,107,524,297,163
3,20160304,105806,104291,5-7 4-6 7-6(6) 7-6(16) 6-3,5,133,454,107,524
1,20160304,117356,106220,7-6(4) 1-6 6-4 1-6 7-5,5,461,87,304,159
1,20160304,104947,200247,6-4 6-2 6-3,5,139,412,,
1,20160304,104947,106220,4-6 6-2 6-4 4-6 6-0,5,139,412,304,159
1,20160304,200247,123795,4-6 6-4 6-4,3,,,569,58
2,20160304,106078,105747,6-2 6-3 6-1,3,173,321,420,100
2,20160304,125802,105633,5-7 6-0 3-6 7-6(3) 7-5,5,367,122,273,187
2,20160304,106078,105633,6-7(2) 7-5 7-5 6-4,5,173,321,273,187
3,20160304,144841,105932,6-7(4) 6-1 6-4 6-4,5,,,118,501
3,20160304,104233,106106,7-6(3) 6-0 6-1,3,374,118,854,21
3,20160304,144813,123773,6-1 3-0 RET,3,1452,3,1105,9
3,20160304,144841,134854,6-1 6-1,3,,,2085,1
1,20160304,126340,105827,7-5 3-6 6-4 4-6 7-6(2),5,460,87,335,139
1,20160304,105575,134770,6-2 6-1 6-4,5,86,631,779,27
1,20160304,105575,126340,6-2 6-1 6-0,5,86,631,460,87
1,20160304,134770,108748,6-3 6-3,3,779,27,742,32
1,20160304,106412,108739,6-4 3-6 6-2 6-2,5,543,62,1343,4
1,20160304,120798,105499,7-6(5) 6-7(2) 4-6 6-3 6-2,5,621,49,528,66
1,20160304,105499,106412,6-2 6-2,3,528,66,543,62
1,20160304,108739,120798,6-3 6-2,3,1343,4,621,49
1,20160304,106342,106033,7-6(5) 6-4 7-6(6),5,637,48,680,40
1,20160304,108761,104112,3-6 6-4 3-6 6-3 6-4,5,571,57,735,32
1,20160304,200031,144854,5-2 RET,3,793,27,,
1,20160304,104112,106342,Walkover,3,735,32,637,48
1,20160304,106175,200621,6-7(8) 7-5 6-1 7-5,5,449,91,,
1,20160304,105334,137018,7-5 3-6 7-6(7) 6-4,5,613,50,,
1,20160304,106175,122082,6-1 6-0,3,449,91,,
1,20160304,144799,200622,6-3 6-3,3,1336,4,,
2,20160304,106150,200525,6-0 6-2 6-1,5,1198,7,,
2,20160304,104604,103600,7-6(2) 6-2 1-6 6-7(6) 5-5 RET,3,,,,
2,20160304,106150,121366,7-6(5) 6-3,3,1198,7,,
2,20160304,108717,108985,6-2 6-1,3,1270,5,2005,1
1,20160304,200619,108763,6-4 6-4 6-2,3,,,,
1,20160304,105656,200274,6-2 6-2 6-0,5,316,151,,
1,20160304,105656,200619,6-2 7-5 6-1,5,316,151,,
1,20160304,200620,144771,6-1 6-2,3,,,1774,1
1,20160304,120401,200270,6-1 6-4 6-4,5,296,164,,
1,20160304,144750,111167,6-1 6-4 6-4,5,311,154,760,29
1,20160304,120401,134507,6-3 6-4,3,296,164,,
1,20160304,144750,200270,6-2 6-1,3,311,154,,
1,20160304,104631,200080,6-3 6-7(4) 6-3 6-3,5,,,727,33
1,20160304,111181,134886,6-2 6-3 6-3,5,799,26,1774,1
1,20160304,134886,200080,4-6 2-6 6-3 6-3 6-1,5,1774,1,727,33
1,20160304,111181,104631,6-4 6-7(5) 6-3 7-6(6),5,799,26,,
1,20160304,108741,105490,6-2 6-7(6) 0-6 6-1 6-4,5,,,601,52
1,20160304,105946,111186,6-0 6-0 6-2,5,353,130,,
1,20160304,105946,108741,6-1 6-2 6-2,5,353,130,,
1,20160304,105490,144896,7-5 6-1,3,601,52,,
2,20160304,106410,105899,5-7 7-5 6-7(5) 7-6(4) 6-4,5,747,31,580,56
2,20160304,105273,124063,6-7(5) 6-1 6-2 6-1,5,638,48,1539,3
2,20160304,105899,105273,7-5 6-1 6-4,3,580,56,638,48
2,20160304,122669,127570,5-7 5-7 6-1 6-4 6-2,5,664,43,,
1,20160304,105464,123969,6-1 6-1 6-2,5,462,86,,
1,20160304,122533,105177,6-1 6-4 6-2,3,884,19,1436,3
1,20160304,105464,122533,6-4 6-1 2-0 RET,3,462,86,884,19
1,20160304,106392,105177,3-6 6-2 3-6 6-4 6-4,5,,,1436,3
1,20160304,103813,144747,6-0 6-0 6-0,5,271,188,2147,1
1,20160304,105349,105626,3-6 6-3 4-6 6-4 6-4,5,859,20,541,62
1,20160304,105626,144814,7-6(5) 7-5,3,541,62,1301,5
1,20160304,105349,144747,6-1 6-0,3,859,20,2147,1
1,20160304,105550,104308,6-1 6-4 7-6(5),3,42,1018,318,150
1,20160304,104919,128034,6-2 7-6(3) 6-2,3,41,1045,602,51
1,20160304,104919,104308,6-7(4) 7-6(4) 6-2 6-3,5,41,1045,318,150
1,20160304,128034,105952,4-6 7-6(6) 6-4,3,602,51,167,336
2,20160304,104792,104433,6-3 6-1 6-3,5,17,1950,245,216
2,20160304,104468,105577,7-5 6-3 6-3,5,19,1895,44,995
2,20160304,104755,105229,6-1 7-6(4),3,10,2715,274,187
2,20160304,104542,104433,6-7(7) RET,3,9,2950,245,216
2,20160304,105227,106293,7-5 6-3 7-5,3,12,2555,122,478
2,20160304,105676,106432,6-3 6-2 2-6 3-6 6-3,5,16,1970,47,921
2,20160304,105676,105227,6-4 6-4 3-6 7-5,5,16,1970,12,2555
2,20160304,106432,106293,7-6(5) 6-2 6-2,3,47,921,122,478
1,20160304,104918,106121,6-1 6-3 6-1,5,2,8765,87,619
1,20160304,105453,105554,6-3 7-5 7-6(3),3,6,4030,157,369
1,20160304,104918,105453,7-5 7-6(6) 3-6 4-6 6-3,5,2,8765,6,4030
1,20160304,104259,104586,3-6 6-3 6-4 2-6 6-3,5,30,1330,50,897
1,20160304,104607,100644,7-6(6) 1-6 4-6 7-6(5) 6-4,5,7,3900,58,821
1,20160304,104259,104607,6-3 7-5 RET,3,30,1330,7,3900
1,20160304,104586,100644,6-2 6-3 6-1,3,50,897,58,821
1,20160304,104925,104873,6-1 6-2 6-3,5,1,16580,200,263
1,20160304,105062,104678,7-5 6-2 6-4,3,79,682,23,1580
1,20160304,104925,105062,6-7(6) 7-6(3) 4-6 6-3 6-2,5,1,16580,79,682
1,20160304,104678,104873,6-2 6-3 6-4,5,23,1580,200,263
2,20160304,103893,103843,7-6(14) 6-3 4-6 5-7 7-5,5,54,855,146,404
2,20160304,104312,105967,7-5 7-6(4) 3-6 6-3,5,40,1050,174,321
2,20160304,106065,104847,6-3 7-5,3,90,608,317,151
2,20160304,103893,134472,6-3 6-2,3,54,855,670,42
4,20160304,104545,105032,7-6(2) 6-2 6-2,3,11,2585,77,691
4,20160304,106071,106058,7-6(2) 6-3 3-6 6-4,5,20,1885,24,1570
4,20160304,104545,106071,6-4 6-4 5-7 7-6(4),5,11,2585,20,1885
1,20160307,104719,106000,6-1 6-0,3,92,591,93,588
1,20160307,105643,105053,6-3 7-6(5),3,53,855,83,657
1,20160307,105077,111202,2-6 6-0 6-3,3,49,903,64,764
1,20160307,105807,105539,6-3 6-4,3,52,864,81,668
1,20160307,105438,104597,5-7 6-3 6-4,3,59,821,61,789
1,20160307,104330,111511,7-6(3) 7-6(2),3,63,772,205,250
1,20160307,106432,106298,6-2 7-5,3,47,921,87,619
1,20160307,105223,105065,6-4 6-0,3,420,100,116,503
1,20160307,105011,104098,7-5 7-6(6),3,72,718,581,55
1,20160307,105723,105477,6-4 6-4,3,55,853,184,287
1,20160307,105550,106378,6-7(3) 6-4 7-5,3,40,1018,82,663
1,20160307,126207,126203,6-3 2-6 6-3,3,177,309,80,674
1,20160307,105992,105583,6-3 7-6(3),3,168,336,68,733
1,20160307,104919,105032,6-4 6-3,3,46,965,77,691
1,20160307,104898,106043,6-3 6-4,3,57,832,84,649
1,20160307,103917,105952,6-2 6-4,3,44,972,167,336
1,20160307,105062,103926,7-6(1) 6-2,3,90,602,69,732
1,20160307,105357,105512,6-2 6-0,3,74,711,176,311
1,20160307,105173,104586,4-6 6-3 6-4,3,60,800,50,897
1,20160307,104312,105385,4-6 6-4 6-3,3,42,1010,75,707
1,20160307,105577,111577,7-6(5) 6-7(2) 6-3,3,43,975,158,358
1,20160307,100644,104471,3-6 7-5 6-3,3,58,821,79,678
1,20160307,104269,105166,7-6(4) 6-3,3,65,750,542,62
1,20160307,104180,103607,7-5 6-3,3,45,970,67,745
1,20160307,104672,111456,6-1 6-3,3,166,339,377,116
1,20160307,105217,106210,6-4 4-6 6-2,3,103,552,56,840
1,20160307,103582,104338,7-6(5) 5-7 6-4,3,112,513,98,580
1,20160307,106075,105732,6-4 6-7(9) 7-6(5),3,182,289,109,523
1,20160307,104022,105379,7-5 2-6 6-3,3,76,700,51,877
1,20160307,104198,105208,6-2 7-6(2),3,38,1135,71,721
1,20160307,106045,104797,6-3 2-6 6-1,3,66,749,73,717
1,20160307,106216,104559,6-4 6-4,3,149,397,48,918
1,20160307,104918,104719,6-4 7-6(3),3,2,8685,92,591
1,20160307,105643,105311,7-6(6) 6-4,3,53,855,37,1146
1,20160307,105077,106401,7-6(4) 7-5,3,49,903,27,1420
1,20160307,104792,105807,7-5 7-6(1),3,16,1950,52,864
1,20160307,105683,105438,6-1 6-3,3,14,2410,59,821
1,20160307,106071,104330,6-4 7-5,3,20,1805,63,772
1,20160307,106432,105064,6-2 6-2,3,47,921,33,1200
1,20160307,104607,105223,7-6(4) 6-2,3,7,3900,420,100
1,20160307,104527,105011,6-3 6-2,3,4,6325,72,718
1,20160307,105723,104871,6-4 6-2,3,55,853,32,1255
1,20160307,105550,104655,6-1 4-6 6-4,3,40,1018,25,1510
1,20160307,105676,126207,3-6 6-3 7-6(2),3,18,1930,177,309
1,20160307,105227,105992,6-4 6-3,3,12,2555,168,336
1,20160307,104919,104678,7-5 6-3,3,46,965,23,1580
1,20160307,105238,104898,6-4 6-2,3,29,1330,57,832
1,20160307,104755,103917,6-4 6-1,3,10,2715,44,972
1,20160307,105453,105062,6-3 6-3,3,6,3980,90,602
1,20160307,105449,105357,6-4 6-2,3,35,1190,74,711
1,20160307,105173,105332,6-1 6-3,3,60,800,22,1581
1,20160307,104545,104312,7-6(1) 6-4,3,11,2585,42,1010
1,20160307,104468,105577,1-6 6-0 6-1,3,19,1855,43,975
1,20160307,100644,105777,6-4 3-6 7-5,3,58,821,26,1420
1,20160307,104269,105373,5-3 RET,3,65,750,28,1420
1,20160307,104745,104180,6-2 2-6 6-4,3,5,4810,45,970
1,20160307,104542,104672,7-5 6-1,3,9,2950,166,339
1,20160307,105023,105217,7-6(5) 6-4,3,36,1175,103,552
1,20160307,106058,103582,6-2 6-4,3,24,1570,112,513
1,20160307,106233,106075,7-6(4) 7-6(3),3,13,2430,182,289
1,20160307,105138,104022,W/O,3,17,1935,76,700
1,20160307,103852,104198,6-2 6-2,3,21,1630,38,1135
1,20160307,104259,106045,6-0 6-1,3,30,1330,66,749
1,20160307,104925,106216,2-6 6-1 6-2,3,1,16540,149,397
1,20160307,104527,105723,6-4 7-6(5),3,4,6325,55,853
1,20160307,105676,105550,4-6 6-3 6-2,3,18,1930,40,1018
1,20160307,105227,104919,6-4 6-3,3,12,2555,46,965
1,20160307,104755,105238,2-6 6-2 6-1,3,10,2715,29,1330
1,20160307,105453,105449,7-6(6) 7-6(5),3,6,3980,35,1190
1,20160307,104545,105173,6-4 7-6(4),3,11,2585,60,800
1,20160307,100644,104468,6-2 6-2,3,58,821,19,1855
1,20160307,104745,104269,6-0 7-6(9),3,5,4810,65,750
1,20160307,104542,105023,6-3 6-4,3,9,2950,36,1175
1,20160307,106233,106058,7-5 6-7(5) 6-1,3,13,2430,24,1570
1,20160307,103852,105138,7-6(5) 6-7(10) 6-4,3,21,1630,17,1935
1,20160307,104925,104259,7-5 7-5,3,1,16540,30,1330
1,20160307,104792,105077,6-1 6-3,3,16,1950,49,903
