surface,tourney_date,winner_id,loser_id,score,best_of,winner_rank,winner_rank_points,loser_rank,loser_rank_points
2,20180205,105589,103607,4-6 6-1 6-4,3,98,545,86,642
2,20180205,104792,134770,6-4 3-6 6-4,3,43,1130,122,476
2,20180205,106329,105561,7-6(4) 4-6 7-5,3,118,495,159,343
2,20180205,111797,105882,4-6 7-6(5) 6-3,3,95,557,135,442
2,20180205,106148,103893,7-6(4) 7-5,3,107,523,46,1085
2,20180205,144895,103333,7-5 6-7(3) 7-6(6),3,152,361,90,615
2,20180205,105413,105807,6-4 6-2,3,156,344,10,2705
2,20180205,105077,105589,6-2 6-4,3,21,1925,98,545
2,20180205,106329,104792,6-4 2-6 6-4,3,118,495,43,1130
2,20180205,106148,111797,3-6 6-2 7-6(5),3,107,523,95,557
2,20180205,105413,144895,6-3 6-4,3,156,344,152,361
2,20180205,105077,106329,6-4 6-7(4) 6-4,3,21,1925,118,495
2,20180205,106148,105413,4-6 6-3 6-2,3,107,523,156,344
2,20180205,106148,105077,6-3 4-6 6-4,3,107,523,21,1925
1,20180205,104571,106099,7-6(4) 6-3,3,123,474,185,286
1,20180205,106075,105430,6-3 6-3,3,187,284,89,618
1,20180205,105041,105539,6-4 6-4,3,96,551,71,739
1,20180205,104312,104022,6-3 6-4,3,77,686,92,604
1,20180205,104882,111513,6-4 6-4,3,111,513,88,626
1,20180205,105657,104898,7-6(5) 6-4,3,93,596,42,1175
1,20180205,105311,106220,7-6(6) 6-1,3,68,755,340,134
1,20180205,109739,104291,7-6(3) 6-4,3,82,669,110,515
1,20180205,105806,104252,6-4 6-1,3,129,448,72,733
1,20180205,104678,105208,6-3 6-7(2) 6-3,3,67,755,199,266
1,20180205,104797,202090,6-3 6-4,3,74,713,,
1,20180205,105373,200574,7-5 6-1,3,147,389,1529,2
1,20180205,104571,105173,6-7(4) 6-3 6-1,3,123,474,25,1670
1,20180205,106075,105041,4-6 6-2 7-5,3,187,284,96,551
1,20180205,104180,104312,4-6 7-6(5) 7-6(2),3,28,1535,77,686
1,20180205,105657,104882,6-2 6-2,3,93,596,111,513
1,20180205,109739,105311,7-5 7-6(6),3,82,669,68,755
1,20180205,105806,104259,7-5 7-6(5),3,129,448,35,1335
1,20180205,104678,104797,7-6(4) 1-6 7-6(5),3,67,755,74,713
1,20180205,104527,105373,4-6 6-2 6-3,3,15,2385,147,389
1,20180205,106075,104571,7-6(2) 6-4,3,187,284,123,474
1,20180205,105657,104180,6-4 6-4,3,93,596,28,1535
1,20180205,105806,109739,6-4 4-6 6-3,3,129,448,82,669
1,20180205,104527,104678,6-1 7-6(3),3,15,2385,67,755
1,20180205,105657,106075,6-4 6-2,3,93,596,187,284
1,20180205,105806,104527,7-6(6) 6-4,3,129,448,15,2385
1,20180205,105806,105657,7-6(6) 6-7(4) 6-4,3,129,448,93,596
2,20180212,104198,104122,6-3 6-3,3,69,755,119,494
2,20180212,105643,104252,7-6(4) 6-4,3,70,755,71,739
2,20180212,105671,106148,6-2 6-4,3,114,502,76,728
2,20180212,105379,106210,6-0 6-3,3,51,968,60,850
2,20180212,105064,106398,6-2 6-1,3,137,431,276,183
2,20180212,106043,104890,6-4 6-3,3,24,1810,418,91
2,20180212,104792,104655,6-1 6-4,3,43,1175,32,1380
2,20180212,105583,105487,7-6(4) 6-1,3,88,652,190,287
2,20180212,104919,104297,6-7(4) 6-2 6-4,3,50,974,105,531
2,20180212,104269,106329,6-2 7-5,3,40,1260,96,575
2,20180212,105550,106044,2-6 6-4 6-4,3,59,864,87,660
2,20180212,104547,106065,6-1 6-4,3,66,768,102,543
2,20180212,104198,105807,7-6(5) 1-6 7-6(6),3,69,755,10,2705
2,20180212,105643,105671,7-6(5) 7-6(6),3,70,755,114,502
2,20180212,105379,105077,3-6 7-5 6-1,3,51,968,20,1985
2,20180212,106043,105064,3-6 6-3 6-2,3,24,1810,137,431
2,20180212,104792,105583,6-4 6-3,3,43,1175,88,652
2,20180212,104919,104926,6-3 6-3,3,50,974,22,1850
2,20180212,105550,104269,6-2 6-4,3,59,864,40,1260
2,20180212,106233,104547,6-4 6-3,3,6,4060,66,768
2,20180212,105643,104198,6-3 7-5,3,70,755,69,755
2,20180212,105379,106043,6-4 6-4,3,51,968,24,1810
2,20180212,104792,104919,6-4 3-6 6-3,3,43,1175,50,974
2,20180212,106233,105550,7-6(7) 6-4,3,6,4060,59,864
2,20180212,105379,105643,6-4 2-6 6-1,3,51,968,70,755
2,20180212,106233,104792,6-2 6-1,3,6,4060,43,1175
2,20180212,106233,105379,6-2 6-4,3,6,4060,51,968
1,20180212,104022,105051,3-6 6-3 6-4,3,94,592,79,697
1,20180212,103333,111577,6-4 7-6(4),3,89,635,58,878
1,20180212,105992,105385,6-3 7-6(4),3,44,1105,65,781
1,20180212,105376,104882,6-4 6-2,3,63,816,108,526
1,20180212,104871,105882,4-6 7-6(1) 6-4,3,95,580,132,444
1,20180212,104629,105449,1-6 6-3 7-6(7),3,128,446,49,975
1,20180212,105453,111511,7-5 6-3,3,27,1655,232,223
1,20180212,105539,103607,7-5 6-1,3,72,739,139,412
1,20180212,105430,106216,6-4 6-3,3,91,608,109,523
1,20180212,104534,105932,6-4 6-4,3,100,550,61,836
1,20180212,126207,200624,4-6 6-4 6-2,3,98,569,873,16
1,20180212,124014,111456,4-6 6-3 7-6(5),3,131,444,146,392
1,20180212,105023,104022,6-4 6-3,3,12,2490,94,592
1,20180212,103333,105992,6-4 6-4,3,89,635,44,1105
1,20180212,105173,105376,6-7(5) 7-5 4-1 RET,3,25,1670,63,816
1,20180212,104629,104871,7-5 7-6(5),3,128,446,95,580
1,20180212,105453,105539,6-2 6-4,3,27,1655,72,739
1,20180212,105430,104545,7-6(5) 3-6 6-3,3,91,608,18,2230
1,20180212,126207,104534,6-4 3-6 6-0,3,98,569,100,550
1,20180212,104731,124014,3-6 6-4 7-6(5),3,11,2620,131,444
1,20180212,105023,103333,7-6(5) 7-6(4),3,12,2490,89,635
1,20180212,105173,104629,7-5 2-6 6-3,3,25,1670,128,446
1,20180212,105453,105430,4-6 6-3 6-1,3,27,1655,91,608
1,20180212,104731,126207,6-3 5-7 6-4,3,11,2620,98,569
1,20180212,105023,105173,6-7(5) 7-5 6-3,3,12,2490,25,1670
1,20180212,104731,105453,6-1 3-6 7-6(4),3,11,2620,27,1655
1,20180212,104731,105023,4-6 6-3 7-6(1),3,11,2620,12,2490
1,20180212,105777,105216,6-4 7-6(5),3,5,4425,41,1235
1,20180212,105936,200000,6-2 3-6 7-5,3,38,1283,168,327
1,20180212,106000,105657,6-4 6-4,3,29,1490,74,731
1,20180212,126094,106298,7-5 6-4,3,34,1355,16,2335
1,20180212,105676,103917,6-1 6-3,3,7,3400,101,547
1,20180212,103852,105373,6-3 7-6(4),3,37,1295,150,376
1,20180212,104678,105526,1-6 7-6(5) 6-2,3,67,755,56,905
1,20180212,104607,104999,7-5 6-3,3,17,2320,53,952
1,20180212,106421,104180,6-4 7-6(9),3,57,894,28,1535
1,20180212,105732,104755,3-1 RET,3,80,690,33,1375
1,20180212,104312,105311,6-4 1-6 6-2,3,81,686,68,755
1,20180212,100644,103970,6-4 6-3,3,4,4450,39,1280
1,20180212,134868,104527,4-6 6-3 6-2,3,259,197,13,2475
1,20180212,104898,105217,6-2 6-2,3,42,1175,352,121
1,20180212,104259,111575,3-6 7-6(1) 7-6(5),3,36,1335,48,1030
1,20180212,103819,105074,6-1 6-2,3,2,9605,116,498
1,20180212,105777,105936,7-6(4) 7-5,3,5,4425,38,1283
1,20180212,126094,106000,6-4 7-6(4),3,34,1355,29,1490
1,20180212,105676,103852,6-1 6-3,3,7,3400,37,1295
1,20180212,104607,104678,6-1 6-2,3,17,2320,67,755
1,20180212,106421,105732,3-6 7-6(2) 6-4,3,57,894,80,690
1,20180212,104312,100644,6-4 6-3,3,81,686,4,4450
1,20180212,104898,134868,6-4 6-0,3,42,1175,259,197
1,20180212,103819,104259,7-6(8) 7-5,3,2,9605,36,1335
1,20180212,105777,126094,6-3 6-4,3,5,4425,34,1355
1,20180212,105676,104607,W/O,3,7,3400,17,2320
1,20180212,104312,106421,7-6(4) 4-6 6-3,3,81,686,57,894
1,20180212,103819,104898,4-6 6-1 6-1,3,2,9605,42,1175
1,20180212,105777,105676,6-3 0-1 RET,3,5,4425,7,3400
1,20180212,103819,104312,6-3 7-6(3),3,2,9605,81,686
1,20180212,103819,105777,6-2 6-2,3,2,9605,5,4425
1,20180219,105223,104871,6-2 6-4,3,10,2815,96,580
1,20180219,126207,105051,6-2 2-6 6-2,3,91,614,88,640
1,20180219,105015,122330,6-2 7-5,3,303,161,131,446
1,20180219,111202,111815,3-6 6-3 6-1,3,30,1472,115,503
1,20180219,126203,105023,2-6 6-3 7-6(4),3,85,664,12,2595
1,20180219,104022,104534,7-5 6-4,3,93,604,97,570
1,20180219,133430,103333,7-5 7-6(4),3,46,1031,78,680
1,20180219,111577,105166,7-6(6) 6-1,3,57,878,143,393
1,20180219,105683,106121,6-1 7-5,3,32,1400,105,539
1,20180219,105449,105932,6-3 6-4,3,51,975,77,686
1,20180219,105385,106368,6-1 6-2,3,75,701,140,405
1,20180219,105539,105985,6-4 6-2,3,76,694,188,287
1,20180219,104545,105430,5-7 6-3 6-4,3,18,2205,87,643
1,20180219,105376,105041,3-6 7-5 6-1,3,64,821,98,561
1,20180219,124187,105992,7-6(5) 7-6(6),3,228,231,58,875
1,20180219,106058,105441,6-4 6-4,3,8,2880,225,233
1,20180219,126207,105223,7-6(6) 4-6 7-5,3,91,614,10,2815
1,20180219,111202,105015,6-4 7-6(4),3,30,1472,303,161
1,20180219,126203,104022,6-1 4-6 6-3,3,85,664,93,604
1,20180219,133430,111577,6-7(6) 6-4 6-4,3,46,1031,57,878
1,20180219,105449,105683,6-2 6-4,3,51,975,32,1400
1,20180219,105539,105385,7-6(6) 6-3,3,76,694,75,701
1,20180219,105376,104545,7-6(3) 6-7(4) 7-6(5),3,64,821,18,2205
1,20180219,124187,106058,4-6 7-5 6-3,3,228,231,8,2880
1,20180219,126207,111202,5-7 6-4 6-4,3,91,614,30,1472
1,20180219,133430,126203,7-5 6-4,3,46,1031,85,664
1,20180219,105449,105539,6-1 6-4,3,51,975,76,694
1,20180219,105376,124187,7-6(5) 6-3,3,64,821,228,231
1,20180219,126207,133430,7-5 6-4,3,91,614,46,1031
1,20180219,105376,105449,7-6(3) 6-3,3,64,821,51,975
1,20180219,126207,105376,6-1 6-4,3,91,614,64,821
1,20180219,125802,111513,6-3 6-1,3,193,275,90,626
1,20180219,103917,126774,7-5 7-6(4),3,100,551,80,678
1,20180219,104180,104660,7-5 6-3,3,28,1535,118,498
1,20180219,105732,105613,6-2 7-6(3),3,99,555,136,428
1,20180219,104468,109739,7-6(3) 7-6(4),3,66,790,70,734
1,20180219,105936,105311,3-6 6-4 6-4,3,36,1320,71,730
1,20180219,106000,105062,6-7(6) 7-6(3) 6-1,3,29,1490,89,638
1,20180219,105341,200000,6-3 6-4,3,81,676,167,327
1,20180219,105882,200384,6-2 6-2,3,129,448,1341,3
1,20180219,111575,105074,6-3 7-6(2),3,47,1030,113,518
1,20180219,104999,104882,6-4 6-4,3,53,952,109,526
1,20180219,103898,104291,6-4 6-3,3,56,882,116,501
1,20180219,125802,104527,6-4 1-1 RET,3,193,275,13,2475
1,20180219,103917,104180,3-6 6-2 6-4,3,100,551,28,1535
1,20180219,106298,105732,3-6 7-6(6) 6-4,3,16,2335,99,555
1,20180219,105936,104468,6-3 6-3,3,36,1320,66,790
1,20180219,106000,105341,6-7(5) 7-6(7) 7-6(5),3,29,1490,81,676
1,20180219,104607,105882,5-7 7-6(4) 6-3,3,17,2230,129,448
1,20180219,111575,104999,6-2 6-1,3,47,1030,53,952
1,20180219,103898,105138,7-6(2) 7-6(5),3,56,882,22,1845
1,20180219,125802,103917,4-6 6-3 7-5,3,193,275,100,551
1,20180219,106298,105936,7-6(5) 3-6 6-4,3,16,2335,36,1320
1,20180219,104607,106000,7-6(4) 0-0 RET,3,17,2230,29,1490
1,20180219,111575,103898,6-4 6-4,3,47,1030,56,882
1,20180219,106298,125802,6-3 7-6(6),3,16,2335,193,275
1,20180219,111575,104607,6-3 6-2,3,47,1030,17,2230
1,20180219,111575,106298,7-5 3-6 7-5,3,47,1030,16,2335
2,20180219,106233,105583,6-2 7-5,3,6,4220,84,666
2,20180219,104665,105589,7-5 6-2,3,1821,1,110,525
2,20180219,106044,103607,6-3 6-3,3,86,660,138,412
2,20180219,104269,104919,6-2 3-6 6-3,3,40,1260,49,999
2,20180219,105807,106065,6-4 6-1,3,11,2660,102,543
2,20180219,105379,104890,7-5 6-0,3,43,1098,417,91
2,20180219,105815,106148,4-6 6-1 4-3 RET,3,60,860,72,728
2,20180219,104926,105064,6-7(5) 7-5 6-2,3,21,1850,123,463
2,20180219,104655,106329,6-7(5) 7-6(10) 6-3,3,33,1380,104,540
2,20180219,105671,105550,6-4 5-7 7-5,3,114,518,55,905
2,20180219,111797,104198,6-3 7-6(3),3,94,596,67,785
2,20180219,105077,104297,6-3 3-6 6-4,3,19,1985,106,531
2,20180219,106043,134770,4-1 RET,3,23,1810,120,467
2,20180219,105643,106210,6-2 3-2 RET,3,63,825,61,850
2,20180219,104792,104547,7-5 3-6 7-5,3,39,1265,68,768
2,20180219,105227,104122,6-3 6-2,3,3,4960,139,410
2,20180219,106233,104665,4-2 RET,3,6,4220,1821,1
2,20180219,104269,106044,6-7(3) 6-2 6-0,3,40,1260,86,660
2,20180219,105379,105807,6-2 5-7 6-2,3,43,1098,11,2660
2,20180219,104926,105815,4-6 6-4 7-6(6),3,21,1850,60,860
2,20180219,104655,105671,7-5 6-1,3,33,1380,114,518
2,20180219,111797,105077,7-5 6-3,3,94,596,19,1985
2,20180219,106043,105643,6-2 6-3,3,23,1810,63,825
2,20180219,104792,105227,6-3 7-6(8),3,39,1265,3,4960
2,20180219,104269,106233,6-4 6-0,3,40,1260,6,4220
2,20180219,104926,105379,6-7(3) 6-3 6-1,3,21,1850,43,1098
2,20180219,111797,104655,7-5 6-3,3,94,596,33,1380
2,20180219,106043,104792,6-3 6-4,3,23,1810,39,1265
2,20180219,104269,104926,6-1 7-5,3,40,1260,21,1850
2,20180219,106043,111797,7-5 6-2,3,23,1810,94,596
2,20180219,106043,104269,6-2 6-3,3,23,1810,40,1260
1,20180226,100644,111456,6-3 7-5,3,5,4450,140,392
1,20180226,105376,106412,6-3 6-2,3,51,971,828,19
1,20180226,106043,104269,6-2 6-4,3,18,2220,27,1540
1,20180226,105992,104545,6-3 7-6(5),3,60,875,19,2205
1,20180226,106233,111815,6-3 5-7 7-5,3,6,3810,113,509
1,20180226,133430,105453,6-7(3) 6-3 6-1,3,45,1121,26,1595
1,20180226,103970,126094,6-4 6-3,3,39,1280,32,1433
1,20180226,105223,104999,6-1 6-2,3,9,2745,54,952
1,20180226,104731,105430,6-4 6-3,3,8,2825,86,643
1,20180226,105173,105575,7-5 6-1,3,24,1715,108,528
1,20180226,111202,105385,7-6(5) 6-1,3,29,1497,89,631
1,20180226,124014,106058,7-5 7-6(3),3,123,461,10,2650
1,20180226,105051,105023,6-3 1-6 7-6(5),3,87,640,11,2595
1,20180226,111577,105932,6-2 3-2 RET,3,59,878,84,666
1,20180226,106423,122330,6-4 6-3,3,199,274,142,378
1,20180226,103852,106121,4-6 6-3 6-4,3,38,1295,107,529
1,20180226,100644,105376,7-6(6) 6-3,3,5,4450,51,971
1,20180226,105992,106043,6-3 5-7 6-4,3,60,875,18,2220
1,20180226,106233,133430,6-2 6-3,3,6,3810,45,1121
1,20180226,105223,103970,6-4 4-6 6-3,3,9,2745,39,1280
1,20180226,104731,105173,6-3 6-4,3,8,2825,24,1715
1,20180226,111202,124014,6-3 6-1,3,29,1497,123,461
1,20180226,111577,105051,6-3 6-1,3,59,878,87,640
1,20180226,103852,106423,6-3 6-4,3,38,1295,199,274
1,20180226,100644,105992,6-4 6-1,3,5,4450,60,875
1,20180226,105223,106233,6-2 7-6(7),3,9,2745,6,3810
1,20180226,104731,111202,7-6(5) 6-4,3,8,2825,29,1497
1,20180226,111577,103852,6-3 6-1,3,59,878,38,1295
1,20180226,105223,100644,6-4 6-2,3,9,2745,5,4450
1,20180226,104731,111577,6-3 4-6 6-3,3,8,2825,59,878
1,20180226,105223,104731,6-4 6-4,3,9,2745,8,2825
1,20180226,106298,105208,6-4 6-4,3,15,2335,195,276
1,20180226,111575,104797,7-6(1) 7-6(0),3,41,1235,81,678
1,20180226,105526,104890,6-2 6-4,3,56,905,417,91
1,20180226,105216,125802,7-5 6-1,3,42,1230,147,369
1,20180226,106000,120424,6-3 6-4,3,30,1490,138,396
1,20180226,105539,104882,6-3 6-4,3,74,727,116,484
1,20180226,104571,104678,7-5 6-2,3,112,519,66,790
1,20180226,105936,105341,0-6 6-2 6-2,3,34,1332,78,688
1,20180226,106432,104755,6-4 6-3,3,50,981,37,1305
1,20180226,105332,106415,5-7 6-4 6-1,3,46,1075,179,307
1,20180226,105732,105311,4-6 6-4 7-6(8),3,99,575,72,730
1,20180226,105138,104252,6-3 6-4,3,23,1845,70,739
1,20180226,104259,105163,6-4 6-2,3,33,1335,159,342
1,20180226,126774,105062,6-2 6-7(5) 6-3,3,82,678,88,638
1,20180226,104898,111460,7-5 2-6 6-4,3,43,1220,115,484
1,20180226,104291,105777,4-6 7-5 6-4,3,117,481,4,4635
1,20180226,106298,111575,6-4 3-6 6-3,3,15,2335,41,1235
1,20180226,105216,105526,7-6(4) 6-4,3,42,1230,56,905
1,20180226,105539,106000,6-1 6-1,3,74,727,30,1490
1,20180226,105936,104571,7-6(2) 6-4,3,34,1332,112,519
1,20180226,106432,105332,6-1 6-4,3,50,981,46,1075
1,20180226,105138,105732,6-4 6-7(2) 6-1,3,23,1845,99,575
1,20180226,126774,104259,4-6 6-3 6-4,3,82,678,33,1335
1,20180226,104291,104898,7-6(4) 7-6(3),3,117,481,43,1220
1,20180226,106298,105216,3-6 6-3 6-2,3,15,2335,42,1230
1,20180226,105936,105539,6-1 6-2,3,34,1332,74,727
1,20180226,105138,106432,7-6(4) 6-4,3,23,1845,50,981
1,20180226,104291,126774,6-4 3-6 6-3,3,117,481,82,678
1,20180226,106298,105936,6-3 6-7(4) 7-6(5),3,15,2335,34,1332
1,20180226,105138,104291,6-3 6-4,3,23,1845,117,481
1,20180226,105138,106298,6-3 6-4,3,23,1845,15,2335
2,20180226,106249,105952,2-6 7-6(6) 7-5,3,194,279,170,321
2,20180226,104198,105589,6-4 3-6 6-3,3,67,780,109,525
2,20180226,105643,106148,6-4 6-4,3,65,825,79,683
2,20180226,124116,106065,6-3 6-3,3,143,377,103,543
2,20180226,104122,205734,3-6 6-3 6-2,3,131,424,620,44
2,20180226,104919,105671,5-7 7-6(10) 7-6(5),3,49,999,102,558
2,20180226,104297,105815,6-0 6-4,3,106,531,58,893
2,20180226,106044,103607,7-6(5) 6-3,3,96,595,149,357
2,20180226,104547,105064,7-6(2) 3-6 6-3,3,69,743,132,418
2,20180226,105550,144895,4-6 6-1 6-2,3,57,905,135,408
2,20180226,111797,105583,6-4 1-6 7-5,3,73,728,91,621
2,20180226,106105,106329,6-3 1-6 7-5,3,225,237,125,458
2,20180226,104926,106249,7-5 6-1,3,20,1985,194,279
2,20180226,104198,105643,7-6(3) 4-6 6-4,3,67,780,65,825
2,20180226,104655,124116,6-4 7-6(4),3,31,1470,143,377
2,20180226,104919,104122,7-5 6-4,3,49,999,131,424
2,20180226,104297,106044,6-4 6-2,3,106,531,96,595
2,20180226,104547,104792,6-3 3-6 6-3,3,69,743,35,1310
2,20180226,111797,105550,6-7(2) 6-4 7-6(2),3,73,728,57,905
2,20180226,105077,106105,6-3 6-4,3,22,1850,225,237
2,20180226,104926,104198,6-4 6-2,3,20,1985,67,780
2,20180226,104655,104919,6-2 6-7(13) 7-6(5),3,31,1470,49,999
2,20180226,104547,104297,6-7(3) 6-2 6-4,3,69,743,106,531
2,20180226,111797,105077,6-7(6) 6-4 7-6(3),3,73,728,22,1850
2,20180226,104926,104655,6-4 6-2,3,20,1985,31,1470
2,20180226,111797,104547,6-7(5) 6-4 6-4,3,73,728,69,743
2,20180226,104926,111797,1-6 6-1 6-4,3,20,1985,73,728
1,20180305,105916,104678,7-6(3) 6-1,3,65,825,68,790
1,20180305,105065,111513,6-3 6-2,3,126,450,90,626
1,20180305,105732,104468,6-7(8) 7-6(5) 6-3,3,93,610,70,765
1,20180305,104792,105051,6-3 6-3,3,42,1220,78,685
1,20180305,106121,111815,6-3 1-6 6-1,3,109,539,111,529
1,20180305,104919,103607,4-6 6-4 6-1,3,47,1044,153,357
1,20180305,105815,105932,6-3 2-1 RET,3,59,893,83,666
1,20180305,200282,105526,3-6 7-6(3) 7-6(5),3,141,401,56,930
1,20180305,105311,104022,4-6 6-4 7-6(4),3,85,660,95,604
1,20180305,200000,105577,6-2 7-6(4),3,169,327,75,708
1,20180305,104534,105376,6-4 6-4,3,97,595,50,1016
1,20180305,104571,106415,7-5 3-6 7-5,3,102,564,255,197
1,20180305,106026,103917,7-5 6-3,3,110,538,101,576
1,20180305,104999,105062,6-3 4-6 6-1,3,53,952,89,638
1,20180305,124014,126207,7-5 6-3,3,117,481,64,844
1,20180305,105341,105614,6-4 6-4,3,77,688,166,335
1,20180305,105539,111575,6-3 1-6 7-6(4),3,76,707,41,1235
1,20180305,106044,106210,7-5 6-3,3,94,609,63,850
1,20180305,106421,105449,7-6(0) 6-4,3,57,924,52,975
1,20180305,104547,105216,6-7(5) 6-4 7-6(4),3,66,813,40,1240
1,20180305,111577,105960,6-1 4-6 6-4,3,48,1038,200,276
1,20180305,106432,105385,6-0 6-2,3,49,1026,99,586
1,20180305,126203,124187,4-6 7-6(6) 6-4,3,74,714,199,276
1,20180305,104269,105550,6-2 1-6 6-2,3,39,1260,60,880
1,20180305,126774,105430,7-6(2) 6-2,3,71,756,88,643
1,20180305,133430,105575,6-3 6-4,3,44,1166,106,548
1,20180305,105583,105041,6-4 6-4,3,91,621,103,561
1,20180305,109739,103333,6-7(13) 7-6(4) 6-3,3,73,734,80,680
1,20180305,104871,103898,6-4 7-6(9),3,100,580,58,907
1,20180305,105166,105657,7-6(3) 6-7(5) 7-6(12),3,134,412,81,677
1,20180305,106283,105332,6-4 1-6 6-4,3,231,228,46,1075
1,20180305,105643,105992,6-2 4-6 7-5,3,67,800,54,945
1,20180305,105227,105916,7-5 6-3,3,3,4870,65,825
1,20180305,104259,105065,1-6 6-4 6-4,3,37,1290,126,450
1,20180305,105732,104180,6-3 7-5,3,93,610,27,1535
1,20180305,104792,104545,6-7(5) 7-6(3) 7-5,3,42,1220,18,2205
1,20180305,106121,104925,7-6(3) 4-6 6-1,3,109,539,13,2380
1,20180305,104919,105074,6-4 6-1,3,47,1044,113,518
1,20180305,103970,105815,6-2 7-6(3),3,33,1325,59,893
1,20180305,105223,200282,6-2 6-1,3,8,3200,141,401
1,20180305,105311,100644,7-5 5-7 6-4,3,85,660,5,4540
1,20180305,105683,200000,6-4 6-4,3,38,1270,169,327
1,20180305,104534,106378,6-4 6-4,3,97,595,24,1642
1,20180305,104571,106043,7-5 6-4,3,102,564,17,2220
1,20180305,106026,106298,6-4 6-4,3,110,538,12,2455
1,20180305,105023,104999,6-4 7-5,3,21,2095,53,952
1,20180305,103852,124014,6-4 6-3,3,32,1340,117,481
1,20180305,106058,105341,6-2 7-5,3,10,2650,77,688
1,20180305,104731,105539,7-5 6-4,3,9,3080,76,707
1,20180305,106044,106000,4-6 6-2 6-1,3,94,609,30,1445
1,20180305,106421,126610,6-7(6) 7-5 6-4,3,57,924,108,540
1,20180305,105807,104547,3-6 6-3 7-6(3),3,14,2315,66,813
1,20180305,105138,111577,6-4 6-2,3,16,2255,48,1038
1,20180305,106432,105077,6-0 6-3,3,49,1026,22,1745
1,20180305,126203,126094,6-4 7-6(4),3,74,714,31,1433
1,20180305,104269,105777,7-6(4) 4-6 6-3,3,39,1260,4,4635
1,20180305,106233,126774,6-2 3-6 6-3,3,6,3810,71,756
1,20180305,104655,133430,7-6(4) 6-3,3,34,1310,44,1166
1,20180305,111202,105583,6-7(9) 6-3 6-3,3,26,1567,91,621
1,20180305,104607,109739,6-1 6-4,3,15,2275,73,734
1,20180305,104871,104926,4-6 7-6(2) 6-4,3,100,580,19,2190
1,20180305,105173,105166,6-1 6-4,3,23,1715,134,412
1,20180305,105936,106283,6-2 6-2,3,28,1503,231,228
1,20180305,103819,105643,6-3 7-6(6),3,1,10060,67,800
1,20180305,104259,105227,6-4 6-4,3,37,1290,3,4870
1,20180305,105732,104792,6-2 3-1 RET,3,93,610,42,1220
1,20180305,104919,106121,6-4 6-1,3,47,1044,109,539
1,20180305,105223,103970,6-4 7-6(3),3,8,3200,33,1325
1,20180305,105683,105311,7-5 4-6 6-2,3,38,1270,85,660
1,20180305,104571,104534,7-6(5) 6-4,3,102,564,97,595
1,20180305,105023,106026,6-7(4) 6-4 6-4,3,21,2095,110,538
1,20180305,103852,106058,7-6(6) 4-6 6-4,3,32,1340,10,2650
1,20180305,104731,106044,7-6(1) 7-6(3),3,9,3080,94,609
1,20180305,105807,106421,6-1 7-5,3,14,2315,57,924
1,20180305,106432,105138,6-1 6-3,3,49,1026,16,2255
1,20180305,126203,104269,4-6 6-2 7-6(1),3,74,714,39,1260
1,20180305,104655,106233,3-6 6-4 4-2 RET,3,34,1310,6,3810
1,20180305,111202,104607,6-4 6-4,3,26,1567,15,2275
1,20180305,104871,105173,7-5 4-6 6-1,3,100,580,23,1715
1,20180305,103819,105936,6-2 6-1,3,1,10060,28,1503
1,20180305,104259,105732,6-4 7-6(1),3,37,1290,93,610
1,20180305,105223,104919,3-6 7-6(2) 6-3,3,8,3200,47,1044
1,20180305,105683,104571,W/O,3,38,1270,102,564
1,20180305,105023,103852,6-3 6-4,3,21,2095,32,1340
1,20180305,104731,105807,4-6 6-3 7-6(6),3,9,3080,14,2315
1,20180305,106432,126203,6-2 6-7(6) 6-4,3,49,1026,74,714
1,20180305,111202,104655,6-1 6-3,3,26,1567,34,1310
1,20180305,103819,104871,7-5 6-4,3,1,10060,100,580
1,20180305,105223,104259,3-6 6-3 6-4,3,8,3200,37,1290
1,20180305,105683,105023,7-5 2-6 6-3,3,38,1270,21,2095
1,20180305,106432,104731,2-6 6-4 7-6(3),3,49,1026,9,3080
1,20180305,103819,111202,7-5 6-1,3,1,10060,26,1567
1,20180305,105223,105683,6-2 6-3,3,8,3200,38,1270
1,20180305,103819,106432,5-7 6-4 6-4,3,1,10060,49,1026
1,20180305,105223,103819,6-4 6-7(8) 7-6(2),3,8,3200,1,10060
1,20180319,105732,126203,7-6(4) 6-4,3,81,675,71,759
1,20180319,105577,103333,7-6(4) 7-6(5),3,77,687,79,680
1,20180319,104022,105550,7-6(3) 7-6(2),3,102,589,61,865
1,20180319,106210,105041,7-6(2) 6-3,3,64,835,104,559
1,20180319,111581,111153,4-6 6-4 6-4,3,176,319,284,170
1,20180319,105051,104468,6-3 6-7(2) 7-5,3,76,690,72,755
1,20180319,111577,104571,6-3 6-4,3,49,1038,82,670
1,20180319,105311,105992,7-6(4) 7-6(4),3,80,680,53,945
1,20180319,109739,105916,6-4 6-4,3,73,742,60,871
1,20180319,104871,104297,6-3 7-6(2),3,90,640,115,496
1,20180319,144707,105526,3-6 7-5 6-1,3,407,92,56,915
1,20180319,111797,111815,7-6(3) 6-2,3,65,830,105,555
1,20180319,105332,104999,1-6 6-1 6-2,3,47,1075,55,932
1,20180319,106281,106216,7-6(5) 6-3,3,169,326,109,523
1,20180319,105357,105376,2-6 6-4 6-4,3,96,613,50,985
1,20180319,104898,105216,6-4 3-6 6-1,3,44,1120,43,1160
